Sr_no;EDB_ZAMENSKI;oznakaEDB;dejnost;return_no;ID;pol_mz;godinaEMBG;Gross_income;Social_Security_Contributions;Tax_Relief;PDD;NETO;VIDISPLATA1;CALC;NORMIRANI;DANOCNA_OSNOVA
522;7937630870393;PL;84.13;08;1019446;M;1967;30278;0;0;3028;27250;8;2;0;30280
532;2661782865195;PL;84.11;08;722822;M;1968;14445;0;0;1445;13000;8;2;0;14450
541;3457321624017;PL;84.11;08;1008505;Z;2010;11111;0;0;1111;10000;8;2;0;11110
551;2195247494436;PL;69.10/4;08;491674;Z;1960;74208;0;0;7420;66788;8;2;0;74200
562;9621415692041;PL;69.10/4;08;845016;Z;1960;93667;0;0;9367;84300;8;2;0;93670
592;0515106651656;PL;73.20;08;714401;Z;1989;2500;0;0;250;2250;8;2;0;2500
600;A320707501706;PL;81.22;08;743630;M;1998;2778;0;0;278;2500;8;2;0;2780
610;6158342006691;PL;46.46;08;374445;Z;1961;11222;0;0;1122;10100;8;2;0;11220
647;5818576845974;PL;38.11;08;886030;M;1989;90594;0;0;9051;81543;8;2;0;90510
652;9055518674049;PL;94.99;08;122697;Z;1985;11555;0;0;1155;10400;8;2;0;11550
654;1251307432054;PL;85.31;08;425338;Z;1983;5940;0;0;594;5346;8;2;0;5940
682;1520124637020;PL;88.99;08;972684;Z;1998;222;0;0;22;200;8;2;0;220
691;2737046394108;PL;84.13;08;265340;Z;1963;80089;0;0;8010;72079;8;2;0;80100
697;8943360014673;PL;46.45;08;1003562;Z;1979;10780;0;0;1078;9702;8;2;0;10780
711;0744156210547;PL;88.99;08;844946;Z;1958;5561;0;0;556;5005;8;2;0;5560
728;8902445244092;PL;70.10;08;826957;M;1940;2556;0;0;256;2300;8;2;0;2560
742;3217522732528;PL;93.19;08;248737;M;1986;3334;0;0;334;3000;8;2;0;3340
749;7409052726593;PL;15.20;08;360476;M;1994;11889;0;0;1189;10700;8;2;0;11890
750;5726495402085;PL;46.90;08;336464;M;1956;4944;0;0;494;4450;8;2;0;4940
753;3842108191746;PL;73.11;08;1008276;Z;1998;9333;0;0;933;8400;8;2;0;9330
777;0653260212630;PL;42.99;08;685729;Z;1994;200000;0;0;20000;180000;8;2;0;200000
787;5439821423967;PL;85.42;08;791983;M;1969;600;0;0;60;540;8;2;0;600
788;5560692685314;PL;46.90;08;533077;Z;1996;3056;0;0;306;2750;8;2;0;3060
795;6303664497876;PL;11.02;08;192733;Z;1975;30444;0;0;3044;27400;8;2;0;30440
825;2085008078095;PL;73.20;08;1010230;M;1991;43333;0;0;4333;39000;8;2;0;43330
839;9072210060644;PL;84.12;08;160112;Z;1989;127775;0;0;12775;115000;8;2;0;127750
863;1619701858889;PL;73.20;08;210597;M;1981;557556;0;0;55756;501800;8;2;0;557560
868;7098075035536;PL;69.10/4;08;375776;M;1993;3665;0;0;365;3300;8;2;0;3650
877;2664277587744;PL;91.02;08;179370;M;1953;5556;0;0;556;5000;8;2;0;5560
898;2195247494436;PL;69.10/4;08;416757;M;1960;26488;0;0;2646;23842;8;2;0;26460
908;7937630870393;PL;84.13;08;637606;M;1943;34264;0;0;3426;30838;8;2;0;34260
928;5386808508109;PL;84.11;08;714350;Z;1987;5556;0;0;556;5000;8;2;0;5560
941;6438291991320;PL;70.22;08;506330;M;1961;5556;0;0;556;5000;8;2;0;5560
950;5705509269234;PL;81.30;08;587339;Z;1978;82499;0;0;8249;74250;8;2;0;82490
951;0124218710631;PL;69.10/4;08;934039;Z;1965;101216;0;0;10121;91095;8;2;0;101210
959;5868243523605;PL;08.92;08;230109;Z;1974;44889;0;0;4489;40400;8;2;0;44890
960;9621415692041;PL;69.10/4;08;891752;Z;1962;1067;0;0;107;960;8;2;0;1070
962;4425251455696;PL;65.12;08;895968;M;1963;16209;0;0;1621;14588;8;2;0;16210
970;2596589500535;PL;65.12;08;409367;M;1981;472222;0;0;47222;425000;8;2;0;472220
975;9621415692041;PL;69.10/4;08;828058;Z;1967;455;0;0;45;410;8;2;0;450
979;9263543215126;PL;94.99;08;412100;M;1985;26666;0;0;2666;24000;8;2;0;26660
985;4373181541614;PL;94.99;08;281936;Z;1961;555;0;0;55;500;8;2;0;550
2;9934371146619;PL;47.25;09;252590;M;1949;38920;9730;0;2920;36000;9;4;9730;29200
86;0518244474320;PL;69.20;09;599596;Z;1976;168649;42162;0;12649;156000;9;4;42162;126490
233;2625187445455;PL;65.12;09;324242;M;1957;101994;25498;0;7650;94344;9;4;25498;76500
253;A876948335490;PL;02.20;09;769767;M;1989;6649;1662;0;499;6150;9;4;1662;4990
346;3596909323192;PL;47.11;09;1011064;M;1944;12973;3243;0;973;12000;9;4;3243;9730
360;9006897948090;SVD;69.10/1;09;722501;Z;1961;52000;12000;0;4000;48000;9;4;12000;40000
361;9370475755851;PL;52.29;09;170504;M;1939;129730;32432;0;9730;120000;9;4;32432;97300
371;2089649635919;PL;47.11;09;885933;M;1987;197814;49454;0;14842;182972;9;4;49454;148420
390;9393232546960;PL;92.00;09;685032;M;1977;119676;29919;0;8976;110700;9;4;29919;89760
394;0133606031701;PL;47.77;09;414448;M;1972;648649;162162;0;48649;600000;9;4;162162;486490
426;9615419521626;SVD;49.41;09;112296;M;1967;64865;16216;0;4865;60000;9;4;16216;48650
501;1484985436884;PL;94.99;09;358420;M;1947;83243;20811;0;6243;77000;9;4;20811;62430
542;7218934254855;PL;10.71;09;381790;M;1974;129732;32433;0;9732;120000;9;4;32433;97320
554;6088566156941;PL;94.91;09;535606;M;1948;78708;23612;0;5508;73200;9;4;23612;55080
572;7947639048177;PL;86.21;09;655402;Z;1958;190151;47538;0;14261;175890;9;4;47538;142610
599;9692455201829;PL;10.39;09;228347;M;1936;72920;18230;0;5470;67450;9;4;18230;54700
617;5180346117886;PL;14.13;09;196521;M;1958;92581;27774;0;6481;86100;9;4;27774;64810
650;0020860842176;PL;47.11;09;430018;Z;1976;38920;9730;0;2920;36000;9;4;9730;29200
786;7254826453775;PL;46.90;09;91709;M;1956;53189;13297;0;3989;49200;9;4;13297;39890
844;7155979301784;PL;92.00;09;650688;M;1967;638270;159568;0;47870;590400;9;4;159568;478700
866;0420947552768;PL;96.02;09;149357;M;1988;345735;86162;0;25935;319800;9;4;86162;259350
978;8974275295571;PL;69.20;09;914124;M;1946;38917;9747;0;2917;36000;9;4;9747;29170
51;1451721331826;PL;69.10/4;10;71624;M;1983;142105;71055;0;7105;135000;10;4;71055;71050
194;8784509948396;PL;69.10/4;10;836063;M;1986;707;354;0;35;672;10;4;354;350
274;2195247494436;PL;69.10/4;10;253823;M;1978;365045;182523;0;18252;346793;10;4;182523;182520
312;4342700639410;PL;94.99;10;791945;M;1968;12903;3871;0;903;12000;10;4;3871;9030
396;1227210024437;PL;69.10/4;10;899281;M;1980;48237;24118;0;2412;45825;10;4;24118;24120
407;9621415692041;PL;69.10/4;10;640896;M;1962;1459953;678968;0;78101;1381852;10;4;678968;781010
472;6553668950186;PL;82.99;10;14153;Z;1977;31268;9380;0;2190;29078;10;4;9380;21900
503;8454635143822;PL;69.20;10;194971;Z;1979;60049;18015;0;4203;55846;10;4;18015;42030
521;9621415692041;PL;69.10/4;10;554681;Z;1975;464366;186323;0;27803;436563;10;4;186323;278030
638;1227210024437;PL;69.10/4;10;994155;M;1991;64865;16216;0;4865;60000;10;4;16216;48650
719;9621415692041;PL;69.10/4;10;562122;M;1962;49624;14884;0;3478;46146;10;4;14884;34780
724;5712563055936;PL;94.99;10;670665;Z;1981;211373;52843;0;15853;195520;10;4;52843;158530
752;2850128880838;PL;69.10/4;10;990942;M;1981;50778;25388;0;2538;48240;10;4;25388;25380
792;4192106017769;PL;94.99;10;287567;M;1982;9677;2903;0;677;9000;10;4;2903;6770
856;9621415692041;PL;69.10/4;10;676907;Z;1965;473101;236553;0;23653;449448;10;4;236553;236530
893;6832451244503;PL;59.11;10;590570;Z;1993;3844;1153;0;269;3575;10;4;1153;2690
903;8784509948396;PL;69.10/4;10;325407;M;1981;7262;3631;0;363;6899;10;4;3631;3630
944;5439821423967;PL;85.42;10;935521;M;#N/A;192700;57810;0;13489;179211;10;4;57810;134890
965;2410294854426;PL;69.10/4;10;722639;M;1964;287212;143606;0;14362;272850;10;4;143606;143620
991;2850128880838;PL;69.10/4;10;1001831;Z;1999;6316;3158;0;316;6000;10;4;3158;3160
29;0264095353152;PL;82.99;11;370312;Z;1984;66300;0;0;6630;59670;11;2;0;66300
88;2240600491867;PL;62.09;11;82889;Z;1989;1478888;0;0;147888;1331000;11;2;0;1478880
104;7538896345264;PL;64.19;11;664161;M;1951;2250;0;0;225;2025;11;2;0;2250
234;1225301994750;PL;21.20;11;736515;M;1948;12500;0;0;1250;11250;11;2;0;12500
280;1225301994750;PL;21.20;11;234411;Z;1945;8000;0;0;800;7200;11;2;0;8000
313;1225301994750;PL;21.20;11;728891;M;1990;2000;0;0;200;1800;11;2;0;2000
336;1225301994750;PL;21.20;11;935854;M;#N/A;5500;0;0;550;4950;11;2;0;5500
389;6822424179761;PL;14.13;11;444847;Z;1946;17122;0;0;1712;15410;11;2;0;17120
401;7538896345264;PL;64.19;11;275603;Z;1985;6000;0;0;600;5400;11;2;0;6000
436;7538896345264;PL;64.19;11;264345;M;1938;300;0;0;30;270;11;2;0;300
449;9148051788488;PL;47.30;11;555745;M;1936;60000;0;0;6000;54000;11;2;0;60000
478;7618780295105;PL;64.19;11;255272;Z;1959;49750;0;0;4975;44775;11;2;0;49750
481;4112902629538;PL;64.19;11;25322;M;1947;11840;0;0;1184;10656;11;2;0;11840
509;4112902629538;PL;64.19;11;202146;M;1964;28778;0;0;2878;25900;11;2;0;28780
664;6999691880748;PL;42.11;11;305103;M;1955;20860;0;0;2086;18774;11;2;0;20860
668;2381013926111;PL;64.20;11;710175;M;1947;3106;0;0;311;2795;11;2;0;3110
740;9935797400746;PL;64.19;11;401935;M;1971;792;0;0;79;713;11;2;0;790
826;2162698164548;PL;64.19;11;423510;Z;1932;242;0;0;24;218;11;2;0;240
867;1718048594686;PL;64.99;11;114526;M;1963;9810;0;0;981;8829;11;2;0;9810
881;2162698164548;PL;64.19;11;749457;Z;1972;29464;0;0;2946;26518;11;2;0;29460
888;6999691880748;PL;42.11;11;257199;M;1952;42056;0;0;4206;37850;11;2;0;42060
915;4522923494286;PL;61.20;11;94972;Z;1974;6646;0;0;665;5981;11;2;0;6650
920;1718048594686;PL;64.99;11;625766;Z;1960;2398;0;0;240;2158;11;2;0;2400
923;7538896345264;PL;64.19;11;244532;M;1946;667500;0;0;66750;600750;11;2;0;667500
986;0264095353152;PL;82.99;11;845630;M;1973;9360;0;0;936;8424;11;2;0;9360
655;7204979134814;PL;10.83;13;471493;Z;1973;16667;0;0;1667;15000;13;2;0;16670
1;7618780295105;PL;64.19;14;207401;M;1962;535;187;0;35;500;14;4;187;350
64;2360811737081;PL;84.11;14;145896;Z;1971;4278;1497;0;278;4000;14;4;1497;2780
71;1962582372392;PL;84.11;14;1123;Z;1950;3048;1067;0;198;2850;14;4;1067;1980
310;9404526083396;PL;78.10;14;740992;Z;1991;7895;914;0;789;7106;14;4;914;7890
469;8636876486869;PL;74.30;14;417691;M;1982;1000;300;0;70;930;14;4;300;700
558;4425251455696;PL;65.12;14;207315;M;1960;556;0;0;56;500;14;4;0;560
566;0052440278840;PL;31.09;14;913533;M;1990;6578;2302;0;428;6150;14;4;2302;4280
630;7091410456356;PL;13.92;14;199483;M;1967;644;0;0;64;580;14;4;0;640
729;5495717090010;PL;82.99;14;58737;Z;1979;778;0;0;78;700;14;4;0;780
738;8248691042058;PL;58.11;14;28203;Z;1940;17210;0;0;1721;15489;14;4;0;17210
806;9010434836885;PL;46.35;14;522306;M;1978;390;0;0;39;351;14;4;0;390
821;7091410456356;PL;13.92;14;433054;Z;1984;644;0;0;64;580;14;4;0;640
829;7618780295105;PL;64.19;14;241528;Z;1993;428;150;0;28;400;14;4;150;280
860;6074163667813;PL;46.21;14;374365;M;1959;11671;0;0;1168;10503;14;4;0;11680
899;6810395565859;PL;94.99;14;349970;M;1946;1667;0;0;167;1500;14;4;0;1670
963;7618780295105;PL;64.19;14;476607;Z;1971;428;150;0;28;400;14;4;150;280
624;5916021060953;PL;16.21;1b;755412;M;1972;413720;132958;89472;0;280762;16;1;0;0
689;0855366435705;PL;17.21;1b;1643;M;1956;306413;82733;89373;0;210250;16;1;0;0
692;9960466322168;PL;16.24;1b;893910;Z;1969;21696;5858;7456;0;15000;16;1;0;0
837;3675856434089;PL;45.11;1b;804533;M;1975;231453;62497;89373;0;161000;16;1;0;0
50;8795593913469;PL;22.23;1g;182978;Z;1981;195184;54004;89472;0;136008;17;1;0;0
124;8717941684289;PL;47.59;1g;666130;M;1996;198377;54972;89373;5405;138000;17;1;0;54050
148;7597382107398;PL;47.76;1g;591851;Z;1963;186231;54235;89472;4255;127741;17;1;0;42550
159;1814556507528;PL;14.14;1g;620831;Z;1984;197211;55476;89373;0;136499;17;1;0;0
185;8273898904841;PL;86.23;1g;491585;M;1958;199036;53736;89373;442;139711;17;1;0;4420
202;8221290386177;PL;94.99;1g;1011190;Z;1982;77705;21605;35983;0;54088;17;1;0;0
292;0402123847136;PL;13.96;1g;27748;Z;1993;300659;81243;89373;0;206412;17;1;0;0
464;0025700922971;PL;47.71;1g;407435;Z;1985;115522;32587;53489;0;79993;17;1;0;0
550;1456626199614;PL;47.76;1g;137443;M;1979;195176;54004;89452;5172;136000;17;1;0;51720
653;8913750407713;PL;47.11;1g;227842;M;1988;194380;54004;89472;0;140376;17;1;0;0
708;1169189182346;PL;85.53;1g;197704;Z;1987;194767;56795;89274;4872;133100;17;1;0;48720
98;3118117844612;PL;13.92;1v;341810;Z;1971;368974;99623;89373;0;251354;18;1;0;0
267;5289748479505;PL;29.32;1v;998574;Z;1993;106181;29953;33374;0;76228;18;1;0;0
404;3746971680891;PL;29.32;1v;626224;M;1970;252897;68277;89373;0;175094;18;1;0;0
405;1486629395367;PL;29.31;1v;6829;Z;1977;282885;76379;89373;0;194793;18;1;0;0
769;0402123847136;PL;13.96;1v;1007882;Z;1988;9688;2615;3050;0;6671;18;1;0;0
862;8157798296039;PL;26.11;1v;254242;Z;1987;526962;151094;82256;0;375868;18;1;0;0
;;;;;;;;;;; 9.351.998 ;;;;;
;;;;;;;;;;; 13.306.000 ;;;;;
;;;;;;;;;;;1,423;;;;;
